#Parameters = {a=20; d=2000; fl=110; fw=58; gh=15; inl=40; inw=3.625; k=1; mt=15; pl=180; pw=280; sh=90; sl=400; sw=460; uf=0.8}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (1) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-0.50186283320748
0.19900000000000	8.7412584348684
0.29800000000000	8.9349738900385
0.39700000000000	9.7182564545459
0.49600000000000	11.303128428089
0.59500000000000	9.0770700853050
0.69400000000000	10.103346223002
0.79300000000000	10.155131286121
0.89200000000000	9.5675095165110
0.99100000000000	9.5901429566516
#Parameters = {a=20; d=2000; fl=110; fw=58; gh=15; inl=20; inw=3.625; k=1; mt=15; pl=180; pw=280; sh=90; sl=400; sw=460; uf=0.8}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (2) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-0.30456142860990
0.19900000000000	8.8134794692846
0.29800000000000	8.9205977660654
0.39700000000000	9.7007917490378
0.49600000000000	11.400478789036
0.59500000000000	9.2217949313574
0.69400000000000	9.9640263702436
0.79300000000000	9.9743420861539
0.89200000000000	9.6191698743198
0.99100000000000	9.8651401969862
#Parameters = {a=20; d=2000; fl=110; fw=58; gh=15; inl=20; inw=3.625; k=1; mt=15; pl=180; pw=303; sh=90; sl=400; sw=460; uf=0.8}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (3) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-0.25839253917410
0.19900000000000	8.8192494857214
0.29800000000000	8.9254603532590
0.39700000000000	9.7630196776687
0.49600000000000	10.910034228145
0.59500000000000	8.8831258602180
0.69400000000000	9.8065690930573
0.79300000000000	9.9224893381821
0.89200000000000	9.4818509215920
0.99100000000000	9.9362998845297
#Parameters = {a=20; d=2000; fl=110; fw=58; gh=15; inl=20; inw=3.625; k=1; mt=15; pl=180; pw=326; sh=90; sl=400; sw=460; uf=0.8}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (4) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-0.15124540501128
0.19900000000000	8.7947707001625
0.29800000000000	8.9570965663937
0.39700000000000	9.8163261225542
0.49600000000000	10.008189636875
0.59500000000000	9.1746642215964
0.69400000000000	9.7662962960956
0.79300000000000	9.7877231383162
0.89200000000000	9.6731253427693
0.99100000000000	10.052569315481
#Parameters = {a=20; d=2000; fl=110; fw=58; gh=15; inl=20; inw=3.625; k=1; mt=15; pl=180; pw=350; sh=90; sl=400; sw=460; uf=0.8}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (5) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-0.049882733066429
