#Parameters = {fl=11; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=13; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (1) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-43.803419911702
0.59000000000000	-15.000965803464
1.0800000000000	-8.9299558451649
1.5700000000000	-14.278192668691
2.0600000000000	-9.4267861530604
2.5500000000000	-6.0815920991222
3.0400000000000	-1.6797698165974
3.5300000000000	1.9915585100194
4.0200000000000	5.0501836266401
4.5100000000000	6.3674173676831
5.0000000000000	6.4078257352492
#Parameters = {fl=10.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=14; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (2) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-43.484697664680
0.59000000000000	-14.850780060372
1.0800000000000	-8.7179910137017
1.5700000000000	-14.084423582663
2.0600000000000	-9.0644797012339
2.5500000000000	-5.5750237980415
3.0400000000000	-0.91360670029181
3.5300000000000	2.8583112358529
4.0200000000000	5.8792833530519
4.5100000000000	6.6888948760268
5.0000000000000	5.6625023588516
#Parameters = {fl=10; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=15; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (3) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-42.793163686072
0.59000000000000	-14.611136718255
1.0800000000000	-8.4930542268024
1.5700000000000	-13.754312093192
2.0600000000000	-8.6945620520421
2.5500000000000	-4.9941335609981
3.0400000000000	-0.24960078591749
3.5300000000000	3.5640588664646
4.0200000000000	6.3841124598457
4.5100000000000	6.4118619524004
5.0000000000000	4.6594363955897
#Parameters = {fl=9.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=16; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (4) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-42.789175464494
0.59000000000000	-14.436804731213
1.0800000000000	-8.4223776866898
1.5700000000000	-13.556398133806
2.0600000000000	-8.3450115813178
2.5500000000000	-4.5004418351724
3.0400000000000	0.44651956145265
3.5300000000000	4.1075529020355
4.0200000000000	6.5048773348666
4.5100000000000	5.6799987852314
5.0000000000000	3.7245119854212
#Parameters = {fl=9; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=17; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (5) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-42.313449498627
0.59000000000000	-14.374656290809
1.0800000000000	-8.1715296445280
1.5700000000000	-13.288479427978
2.0600000000000	-7.9974656558369
2.5500000000000	-3.9930871412362
3.0400000000000	1.0079731215651
3.5300000000000	4.3677619636302
4.0200000000000	6.1922879505458
4.5100000000000	4.7282243846119
5.0000000000000	2.8390477596491
#Parameters = {fl=8.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=18; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (6) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-42.443126728628
0.59000000000000	-14.118996807709
1.0800000000000	-8.0268983678860
1.5700000000000	-13.048116795673
2.0600000000000	-7.6200664236335
2.5500000000000	-3.5350516577437
3.0400000000000	1.5301450238700
3.5300000000000	4.4210201032803
4.0200000000000	5.5641889722744
4.5100000000000	3.5694244147989
5.0000000000000	2.0711388626284
#Parameters = {fl=8; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=19; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (7) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-42.690040413832
0.59000000000000	-14.239016899282
1.0800000000000	-8.0507914272809
1.5700000000000	-12.894268142832
2.0600000000000	-7.2559726819302
2.5500000000000	-3.0454682455373
3.0400000000000	1.9442959358001
3.5300000000000	4.2085046503400
4.0200000000000	4.7381083755870
4.5100000000000	2.4585465559795
5.0000000000000	2.2700693083335
#Parameters = {fl=7.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=20; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (8) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-41.788087233958
0.59000000000000	-14.257081449202
1.0800000000000	-7.8843936338160
1.5700000000000	-12.638019760412
2.0600000000000	-6.8564252946454
2.5500000000000	-2.4977441113781
3.0400000000000	2.1452536752026
3.5300000000000	3.6021784716199
4.0200000000000	3.7319110195539
4.5100000000000	1.4541088948476
5.0000000000000	2.3607183354063
#Parameters = {fl=11; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=13; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (9) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	-43.247835671374
0.59000000000000	-14.955304068819
1.0800000000000	-8.6955974467502
1.5700000000000	-14.288744497678
2.0600000000000	-9.4167449310434
2.5500000000000	-6.1179180503864
3.0400000000000	-1.6873832415420
3.5300000000000	1.9923727324635
4.0200000000000	5.0210905999017
4.5100000000000	6.3510103681552
5.0000000000000	6.3908290709877
#Parameters = {fl=10.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=14; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (10) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-43.204944763982
0.59000000000000	-14.786428502653
1.0800000000000	-8.7068732723861
1.5700000000000	-14.036601862294
2.0600000000000	-9.0594269621604
2.5500000000000	-5.5533497931406
3.0400000000000	-0.92077270677929
3.5300000000000	2.8758713731235
4.0200000000000	5.8968425906451
4.5100000000000	6.7224331851064
5.0000000000000	5.6659038570549
#Parameters = {fl=10; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=15; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (11) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.517817703356
0.59000000000000	-14.607495702658
1.0800000000000	-8.3810658921154
1.5700000000000	-13.744864741618
2.0600000000000	-8.6938746804593
2.5500000000000	-4.9599552387679
3.0400000000000	-0.24728969438983
3.5300000000000	3.5613527620045
4.0200000000000	6.3794012337285
4.5100000000000	6.4083235758015
5.0000000000000	4.6691824620595
#Parameters = {fl=9.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=16; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (12) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.627379240023
0.59000000000000	-14.497481178279
1.0800000000000	-8.3440830153336
1.5700000000000	-13.521645417971
2.0600000000000	-8.3452615293245
2.5500000000000	-4.4898876748291
3.0400000000000	0.41720997340203
3.5300000000000	4.0965808447379
4.0200000000000	6.5226226157844
4.5100000000000	5.7330773602600
5.0000000000000	3.7666929176468
#Parameters = {fl=9; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=17; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (13) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-41.321415959322
0.59000000000000	-14.806882374314
1.0800000000000	-8.4148039937047
1.5700000000000	-13.342303656471
2.0600000000000	-7.9700626554435
2.5500000000000	-3.9616237290303
3.0400000000000	1.0516367349737
3.5300000000000	4.4451245293132
4.0200000000000	6.1920575268958
4.5100000000000	4.6102192981956
5.0000000000000	2.7305284343968
#Parameters = {fl=8.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=18; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (14) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.770216414974
0.59000000000000	-14.087175891380
1.0800000000000	-8.0239415280917
1.5700000000000	-13.081064918209
2.0600000000000	-7.6299776645811
2.5500000000000	-3.5473688146719
3.0400000000000	1.5320834706753
3.5300000000000	4.4071176357837
4.0200000000000	5.5958977073713
4.5100000000000	3.6348285421722
5.0000000000000	2.1464863687021
#Parameters = {fl=8; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=19; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (15) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.067432866152
0.59000000000000	-14.204529453166
1.0800000000000	-7.9912019315041
1.5700000000000	-12.875261912185
2.0600000000000	-7.2537843584344
2.5500000000000	-3.0273126362273
3.0400000000000	1.9489884802728
3.5300000000000	4.2473529920875
4.0200000000000	4.7916958697705
4.5100000000000	2.5218074118588
5.0000000000000	2.2387279256724
#Parameters = {fl=7.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=20; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=1.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (16) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.143558204390
0.59000000000000	-14.321422416806
1.0800000000000	-7.9855222363113
1.5700000000000	-12.708063636933
2.0600000000000	-6.8759176928654
2.5500000000000	-2.5467808919878
3.0400000000000	2.1701531873331
3.5300000000000	3.6069721880490
4.0200000000000	3.7936590301528
4.5100000000000	1.4826530162476
5.0000000000000	2.3333765361825
#Parameters = {fl=11; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=13; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (17) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.921971919993
0.59000000000000	-14.946778051049
1.0800000000000	-8.7353335162338
1.5700000000000	-14.232872964146
2.0600000000000	-9.4146273401013
2.5500000000000	-6.0652003324887
3.0400000000000	-1.7007048587690
3.5300000000000	1.9964421799472
4.0200000000000	5.0661827996631
4.5100000000000	6.4007347551748
5.0000000000000	6.4391969288166
#Parameters = {fl=10.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=14; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (18) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.672523403247
0.59000000000000	-14.754771731915
1.0800000000000	-8.5688812377246
1.5700000000000	-14.015103349009
2.0600000000000	-9.0748638767171
2.5500000000000	-5.5296910753801
3.0400000000000	-0.94628423159801
3.5300000000000	2.8779523846271
4.0200000000000	5.9145630170278
4.5100000000000	6.7460045783954
5.0000000000000	5.7101473993072
#Parameters = {fl=10; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=15; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (19) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.449878789915
0.59000000000000	-14.568720169079
1.0800000000000	-8.5185394215860
1.5700000000000	-13.762066502908
2.0600000000000	-8.7254249671706
2.5500000000000	-5.0161158958482
3.0400000000000	-0.25019000373854
3.5300000000000	3.5888324419140
4.0200000000000	6.4325337493717
4.5100000000000	6.4774602723606
5.0000000000000	4.7527888373347
#Parameters = {fl=9.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=16; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (20) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.725052945970
0.59000000000000	-14.814139784587
1.0800000000000	-8.6515762366380
1.5700000000000	-13.657380977895
2.0600000000000	-8.3736862269401
2.5500000000000	-4.5453580910893
3.0400000000000	0.47914090323725
3.5300000000000	4.1632685262160
4.0200000000000	6.5426162800455
4.5100000000000	5.6765177944355
5.0000000000000	3.7374439860210
#Parameters = {fl=9; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=17; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (21) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-43.098917174898
0.59000000000000	-14.228525427246
1.0800000000000	-8.1241732310139
1.5700000000000	-13.290620993863
2.0600000000000	-7.9670422074928
2.5500000000000	-3.9173089613145
3.0400000000000	1.0970799971929
3.5300000000000	4.4531059512274
4.0200000000000	6.2221775417629
4.5100000000000	4.6986285285786
5.0000000000000	2.8916837360784
#Parameters = {fl=8.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=18; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (22) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.592760888864
0.59000000000000	-14.576795374151
1.0800000000000	-8.4603653037659
1.5700000000000	-13.216276687235
2.0600000000000	-7.6363092476557
2.5500000000000	-3.5282019160370
3.0400000000000	1.5759286193974
3.5300000000000	4.4397200882483
4.0200000000000	5.5923414356107
4.5100000000000	3.5836703777750
5.0000000000000	2.1885549520846
#Parameters = {fl=8; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=19; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (23) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-42.114457208262
0.59000000000000	-14.662196587128
1.0800000000000	-8.4205232577572
1.5700000000000	-12.969527915740
2.0600000000000	-7.2487640426948
2.5500000000000	-3.0388508752137
3.0400000000000	1.9961671722946
3.5300000000000	4.2200655716839
4.0200000000000	4.7892141431890
4.5100000000000	2.5081290343123
5.0000000000000	2.3185209566972
#Parameters = {fl=7.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=20; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (24) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-41.480746997038
0.59000000000000	-14.586362279117
1.0800000000000	-8.2703091726199
1.5700000000000	-12.701371968391
2.0600000000000	-6.8984753459053
2.5500000000000	-2.5742328122591
3.0400000000000	2.1379904296421
3.5300000000000	3.5838796463690
4.0200000000000	3.7319511009381
4.5100000000000	1.4179078805113
5.0000000000000	2.4488138254393
#Parameters = {fl=11; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=13; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (25) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-43.803634966015
0.59000000000000	-15.008092266036
1.0800000000000	-8.8699964551581
1.5700000000000	-14.335445407923
2.0600000000000	-9.4201641816076
2.5500000000000	-6.0743953046353
3.0400000000000	-1.6334086960828
3.5300000000000	2.0200127756177
4.0200000000000	5.0541987572592
4.5100000000000	6.3756154951341
5.0000000000000	6.4136242124357
#Parameters = {fl=10.5; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=14; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2.5}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (26) [Real Part]"
#----------------------------------------------------------------------------
0.10000000000000	-43.540169529732
0.59000000000000	-14.694935416978
1.0800000000000	-8.5448060483302
1.5700000000000	-14.106462483114
2.0600000000000	-9.0732680777773
2.5500000000000	-5.5409258536061
3.0400000000000	-0.90095862777040
3.5300000000000	2.8663252326403
4.0200000000000	5.8961419705915
4.5100000000000	6.7250558667250
5.0000000000000	5.6807837616122
#Parameters = {fl=10; fw=1.5; gt=0.4; inl=2; inw=0.15; k=4.5; k_mul=0.5; pl=15; pt=0.4; pw=23.7; sl=35; st=3; sw=55; x=2.5}
